SVG파일명,철도운영기관코드,선명,역명,상행경로값,하행경로값,역SVG순서,철도운영구분코드
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,기흥(백남준아트센터),,M 922 1417.2 h 149.5,1,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,초당,M 714.6 772 h 34.2,M 748.7 772 h 34.2,6,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,지석,M 1071.5 1417.2 H 1221,M 1221 1417.2 h 149.5,3,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,어정,M 1221 1417.2 h 149.5,M 1370.5 1417.2 H 1520,4,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,동백,M 1370.5 1417.2 H 1520,M 1520 1417.2 h 149.5,5,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,초당,M 1520 1417.2 h 149.5,M 1669.5 1417.2 H 1819,6,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,삼가,M 1669.5 1417.2 H 1819,M 1819 1417.2 h 149.5,7,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,시청.용인대,M 1819 1417.2 h 149.5,M 1968.5 1417.2 H 2118,8,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,명지대,M 1968.5 1417.2 H 2118,M 2118 1417.2 h 149.5,9,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,김량장,M 2118 1417.2 h 149.5,M 2267.5 1417.2 H 2417,10,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,운동장.송담대,M 2267.5 1417.2 H 2417,M 2417 1417.2 h 149.5,11,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,고진,M 2417 1417.2 h 149.5,M 2566.6 1417.2 h 149.5,12,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,보평,M 2566.6 1417.2 h 149.5,M 2716.1 1417.2 h 149.5,13,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,둔전,M 2716.1 1417.2 h 149.5,M 2865.6 1417.2 h 149.5,14,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,전대.에버랜드,M 2865.6 1417.2 h 149.5,,15,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,강남대,M 640 709.9 v 31.7,M 640 741.6 V 752 c 0 6.7 3.3 12.6 8.4 16.2,2,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,고진,M 919.6 772 h 34.2,M 953.8 772 h 34.2,12,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,기흥(백남준아트센터),,M 640 709.9 v 31.7,1,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,김량장,M 851.3 772 h 34.2,M 885.4 772 h 34.2,10,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,동백,M 680.4 772 h 34.2,M 714.6 772 h 34.2,5,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,둔전,M 987.9 772 h 34.2,M 1022.1 772 h 34.2,14,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,명지대,M 817.1 772 h 34.2,M 851.3 772 h 34.2,9,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,보평,M 953.8 772 h 34.2,M 987.9 772 h 34.2,13,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,삼가,M 748.7 772 h 34.2,M 782.9 772 h 34.2,7,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,시청.용인대,M 782.9 772 h 34.2,M 817.1 772 h 34.2,8,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,어정,M 648.4 768.3 c 3.3 2.4 7.3 3.8 11.7 3.8 h 0 h 20.4,M 680.4 772 h 34.2,4,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,운동장.송담대,M 885.4 772 h 34.2,M 919.6 772 h 34.2,11,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,전대.에버랜드,M 1022.1 772 h 34.2,,15,04(도시철도)
area01,EV(용인경량전철주식회사),용인에버라인,지석,M 640 741.6 V 752 c 0 6.7 3.3 12.6 8.4 16.2,M 648.4 768.3 c 3.3 2.4 7.3 3.8 11.7 3.8 h 0 h 20.4,3,04(도시철도)
subway_a01_lE1,EV(용인경량전철주식회사),용인에버라인,강남대,M 922 1417.2 h 149.5,M 1071.5 1417.2 H 1221,2,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,녹동,,M 3015.1 1417.2 h -110.2,1,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,소태,M 3015.1 1417.2 h -110.2,M 2904.9 1417.2 h -110.2,2,04(도시철도)
area04,GJ(광주교통공사),1호선,평동,M 155.9 374.6 L 92 438.4,,20,04(도시철도)
area04,GJ(광주교통공사),1호선,도산,M 212.9 317.5 l -57.1 57.1,M 155.9 374.6 L 92 438.4,19,04(도시철도)
area04,GJ(광주교통공사),1호선,광주송정역,M 285.4 288.8 h -29.6 c -7.8 0 -18.7 4.5 -24.2 10 L 213 317.5,M 212.9 317.5 l -57.1 57.1,18,04(도시철도)
area04,GJ(광주교통공사),1호선,송정공원,M 352.8 288.8 h -67.3,M 285.4 288.8 h -29.6 c -7.8 0 -18.7 4.5 -24.2 10 L 213 317.5,17,04(도시철도)
area04,GJ(광주교통공사),1호선,공항,M 420.2 288.8 h -67.4,M 352.8 288.8 h -67.3,16,04(도시철도)
area04,GJ(광주교통공사),1호선,김대중컨벤션센터,M 487.6 288.8 h -67.4,M 420.2 288.8 h -67.4,15,04(도시철도)
area04,GJ(광주교통공사),1호선,상무,M 555 288.8 h -67.4,M 487.6 288.8 h -67.4,14,04(도시철도)
area04,GJ(광주교통공사),1호선,운천,M 622.4 288.8 H 555,M 555 288.8 h -67.4,13,04(도시철도)
area04,GJ(광주교통공사),1호선,쌍촌,M 689.8 288.8 h -67.4,M 622.4 288.8 H 555,12,04(도시철도)
area04,GJ(광주교통공사),1호선,화정,M 757.1 288.8 h -67.3,M 689.8 288.8 h -67.4,11,04(도시철도)
area04,GJ(광주교통공사),1호선,농성,M 824.5 288.8 h -67.4,M 757.1 288.8 h -67.3,10,04(도시철도)
area04,GJ(광주교통공사),1호선,돌고개,M 891.9 288.8 h -67.4,M 824.5 288.8 h -67.4,9,04(도시철도)
area04,GJ(광주교통공사),1호선,양동시장,M 961.3 317.1 l -18.3 -18.3 c -5.5 -5.5 -16.4 -10 -24.2 -10 h -26.8,M 891.9 288.8 h -67.4,8,04(도시철도)
area04,GJ(광주교통공사),1호선,금남로5가,M 997.6 353.4 l -36.3 -36.3,M 961.3 317.1 l -18.3 -18.3 c -5.5 -5.5 -16.4 -10 -24.2 -10 h -26.8,7,04(도시철도)
area04,GJ(광주교통공사),1호선,금남로4가,M 1033.4 389.3 l -35.9 -35.9,M 997.6 353.4 l -36.3 -36.3,6,04(도시철도)
area04,GJ(광주교통공사),1호선,문화전당,M 1072.6 428.5 l -39.2 -39.2,M 1033.4 389.3 l -35.9 -35.9,5,04(도시철도)
area04,GJ(광주교통공사),1호선,남광주,M 1112.6 468.4 l -40 -40,M 1072.6 428.5 l -39.2 -39.2,4,04(도시철도)
area04,GJ(광주교통공사),1호선,학동증심사입구,M 1150.1 505.9 l -37.5 -37.5,M 1112.6 468.4 l -40 -40,3,04(도시철도)
area04,GJ(광주교통공사),1호선,소태,M 1190 545.9 l -39.9 -39.9,M 1150.1 505.9 l -37.5 -37.5,2,04(도시철도)
area04,GJ(광주교통공사),1호선,녹동,,M 1190 545.9 l -39.9 -39.9,1,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,학동증심사입구,M 2904.9 1417.2 h -110.2,M 2794.8 1417.2 h -110.2,3,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,남광주,M 2794.8 1417.2 h -110.2,M 2684.6 1417.2 h -110.2,4,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,문화전당,M 2684.6 1417.2 h -110.2,M 2574.4 1417.2 h -110.2,5,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,금남로4가,M 2574.4 1417.2 h -110.2,M 2464.3 1417.2 h -110.2,6,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,금남로5가,M 2464.3 1417.2 h -110.2,M 2354.1 1417.2 h -110.2,7,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,양동시장,M 2354.1 1417.2 h -110.2,M 2243.9 1417.2 h -110.2,8,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,돌고개,M 2243.9 1417.2 h -110.2,M 2133.8 1417.2 h -110.2,9,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,농성,M 2133.8 1417.2 h -110.2,M 2023.6 1417.2 h -110.2,10,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,화정,M 2023.6 1417.2 h -110.2,M 1913.4 1417.2 h -110.2,11,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,쌍촌,M 1913.4 1417.2 h -110.2,M 1803.3 1417.2 h -110.2,12,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,운천,M 1803.3 1417.2 h -110.2,M 1693.1 1417.2 h -110.2,13,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,상무,M 1693.1 1417.2 h -110.2,M 1582.9 1417.2 h -110.2,14,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,김대중컨벤션센터,M 1582.9 1417.2 h -110.2,M 1472.8 1417.2 h -110.2,15,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,공항,M 1472.8 1417.2 h -110.2,M 1362.6 1417.2 h -110.2,16,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,송정공원,M 1362.6 1417.2 h -110.2,M 1252.5 1417.2 h -110.2,17,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,광주송정역,M 1252.5 1417.2 h -110.2,M 1142.3 1417.2 h -110.2,18,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,도산,M 1142.3 1417.2 h -110.2,M 1032.1 1417.2 H 922,19,04(도시철도)
subway_a04_l01,GJ(광주교통공사),1호선,평동,M 1032.1 1417.2 H 922,,20,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,구래,M 148.9 187.5 v 16.9,M 148.9 204.5 v 16.9,2,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,양촌,,M 148.9 187.5 v 16.9,1,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,마산,M 148.9 204.5 v 16.9,M 148.9 221.4 c 0 5.2 2 10 5.3 13.5,3,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,장기,M 148.9 221.4 c 0 5.2 2 10 5.3 13.5,M 154.2 234.9 c 3.7 4 8.9 6.5 14.7 6.5,4,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,운양,M 154.2 234.9 c 3.7 4 8.9 6.5 14.7 6.5,M 168.9 241.4 h 20.8,5,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,걸포북변,M 168.9 241.4 h 20.8,M 189.7 241.4 h 20.7,6,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,사우(김포시청),M 189.7 241.4 h 20.7,M 210.4 241.4 h 20.8,7,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,풍무,M 210.4 241.4 h 20.8,M 231.2 241.4 h 20.7,8,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,고촌,M 231.2 241.4 h 20.7,M 251.9 241.4 c 11 0 20 9 20 20 l 0 0,9,04(도시철도)
area01,GM(김포골드라인운영주식회사),김포골드라인,김포공항,M 251.9 241.4 c 11 0 20 9 20 20 l 0 0,,10,04(도시철도)
area01,GU(구리도시공사),8호선,구리,"M1023.4,295.9 h -10.5","M1007.9,296.2h-35c-11,0-20,9-20,20v44.2",4,04(도시철도)
area01,GU(구리도시공사),8호선,동구릉,"M1037.4,290.3c-2.8,3.3-8,5.6-13.9,5.6","M1023.4,295.9 h -10.5",3,04(도시철도)
area01,GU(구리도시공사),8호선,장자호수공원,"M1007.9,296.2h-35c-11,0-20,9-20,20v44.2","M952.9,359.2v52.1",5,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,서울역,"M562.9,367.1V192.6c0-11-9-20-20-20H514H409.5",,5,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,연신내,"M409.5,172.6H282.4","M562.9,367.1V192.6c0-11-9-20-20-20H514H409.5",6,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,킨텍스,"M137.8,163.5c-2.1-3.1-3.3-6.9-3.3-10.9v-21.8","M282.4,172.6H154.5c-7,0-13.2-3.6-16.7-9.1",8,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,운정중앙,,"M137.8,163.5c-2.1-3.1-3.3-6.9-3.3-10.9v-21.8",9,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,수서,,"M863.6,676.1c0-9.4,5.9-17.2,15-17.2h21c11.2,0,18.3-7.8,18.3-18.3V600",4,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,구성,"M864,682.8v20.1c0,11.2-5.6,25-23.1,25H710.5c-15.5,0-21-7.8-21-19","M689,708.8V737c0,8-6.2,13.3-13.5,13.3c0,0-47.2,0-57.3,0",2,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,성남,"M863.6,676.1c0-9.4,5.9-17.2,15-17.2h21c11.2,0,18.3-7.8,18.3-18.3V600","M864,682.8v20.1c0,11.2-5.6,25-23.1,25H710.5c-15.5,0-21-7.8-21-19",3,04(도시철도)
area01,GX(지티엑스에이운영),GTX-A,대곡,"M282.4,172.6H154.5c-7,0-13.2-3.6-16.7-9.1","M409.5,172.6H282.4",7,04(도시철도)
area01,IA(인천국제공항공사),자기부상,용유,M 156 791 V 805,,6,04(도시철도)
area01,IA(인천국제공항공사),자기부상,워터파크,M 156 776.9 v 14,M 156 791 V 805,5,04(도시철도)
area01,IA(인천국제공항공사),자기부상,인천공항1터미널,,M 156 731 v 17.8,1,04(도시철도)
area01,IA(인천국제공항공사),자기부상,장기주차장,M 156 731 v 17.8,M 156 748.9 v 14,2,04(도시철도)
area01,IA(인천국제공항공사),자기부상,파라다이스시티,M 156 762.9 v 14,M 156 776.9 v 14,4,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,용유,M 2596.5 1417.2 h 418.6,,6,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,인천공항1터미널,,M 922 1417.2 h 418.6,1,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,장기주차장,M 922 1417.2 h 418.6,M 1340.6 1417.2 h 418.6,2,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,합동청사,M 1340.6 1417.2 h 418.6,M 1759.2 1417.2 h 418.6,3,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,파라다이스시티,M 1759.2 1417.2 h 418.6,M 2177.8 1417.2 h 418.6,4,04(도시철도)
subway_a01_lM1,IA(인천국제공항공사),자기부상,워터파크,M 2177.8 1417.2 h 418.6,M 2596.5 1417.2 h 418.6,5,04(도시철도)
area01,IA(인천국제공항공사),자기부상,합동청사,M 156 748.9 v 14,M 156 762.9 v 14,3,04(도시철도)
area01,IC(인천교통공사),인천2호선,석천사거리,M 270.9 638 H 296,M 296 638 h 14.9 c 1 0 2 0.1 3 0.2,22,04(도시철도)
area01,IC(인천교통공사),인천2호선,모래내시장,M 296 638 h 14.9 c 1 0 2 0.1 3 0.2,M 313.9 638.3 c 5.3 0.8 9.9 3.6 12.9 7.7,23,04(도시철도)
area01,IC(인천교통공사),인천2호선,만수,M 313.9 638.3 c 5.3 0.8 9.9 3.6 12.9 7.7,M 326.9 646 c 2.5 3.4 4.1 7.5 4.1 12.1 v 2.3,24,04(도시철도)
area01,IC(인천교통공사),인천2호선,남동구청,M 326.9 646 c 2.5 3.4 4.1 7.5 4.1 12.1 v 2.3,M 330.9 660.3 V 677,25,04(도시철도)
area01,IC(인천교통공사),인천2호선,인천대공원,M 330.9 660.3 V 677,M 330.9 677 v 16.7,26,04(도시철도)
area01,IC(인천교통공사),인천2호선,운연,M 330.9 677 v 16.7,,27,04(도시철도)
area01,IC(인천교통공사),7호선,산곡,"M218,549.1h-18","M200,549.1h-18",52,04(도시철도)
area01,IC(인천교통공사),7호선,석남(거북시장),"M200,549.1h-18",,53,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,송도달빛축제공원,"M97.7,795.5H46.6",,30,04(도시철도)
area01,IC(인천교통공사),7호선,까치울,M 330.9 544.7 H 309,M 309 544.7 h -17.1,43,04(도시철도)
area01,IC(인천교통공사),7호선,부천시청,M 271.6 515.3 c -1.2 -6.1 -5.1 -11.3 -10.5 -14,M 261.1 501.3 c -2.7 -1.4 -5.8 -2.2 -9.1 -2.2 h 0 h -10.4,47,04(도시철도)
area01,IC(인천교통공사),7호선,부천종합운동장,M 309 544.7 h -17.1,M 291.9 544.7 c -7.6 0 -14.3 -4.3 -17.7 -10.6,44,04(도시철도)
area01,IC(인천교통공사),7호선,부평구청,M 218 526.5 v 22.7,"M218,549.1h-18",51,04(도시철도)
area01,IC(인천교통공사),7호선,삼산체육관,M 241.6 499.1 H 238 c -6.3 0 -11.9 2.9 -15.6 7.5,M 222.4 506.5 c -2.8 3.4 -4.4 7.8 -4.4 12.5 v 7.4,49,04(도시철도)
area01,IC(인천교통공사),7호선,상동,M 261.1 501.3 c -2.7 -1.4 -5.8 -2.2 -9.1 -2.2 h 0 h -10.4,M 241.6 499.1 H 238 c -6.3 0 -11.9 2.9 -15.6 7.5,48,04(도시철도)
area01,IC(인천교통공사),7호선,신중동,M 274.3 534.1 c -1.5 -2.8 -2.3 -6 -2.3 -9.4 h 0 v -5.7 h 0 c 0 -1.3 -0.1 -2.5 -0.4 -3.8,M 271.6 515.3 c -1.2 -6.1 -5.1 -11.3 -10.5 -14,46,04(도시철도)
area01,IC(인천교통공사),7호선,춘의,M 291.9 544.7 c -7.6 0 -14.3 -4.3 -17.7 -10.6,M 274.3 534.1 c -1.5 -2.8 -2.3 -6 -2.3 -9.4 h 0 v -5.7 h 0 c 0 -1.3 -0.1 -2.5 -0.4 -3.8,45,04(도시철도)
area01,IC(인천교통공사),인천1호선,귤현,M 179.5 275.6 h 11.5 c 11 0 20 9 20 20,M 210.9 295.6 v 35.9,2,04(도시철도)
area01,IC(인천교통공사),인천1호선,박촌,M 210.9 295.6 v 35.9,M 210.9 331.5 v 35.9,3,04(도시철도)
area01,IC(인천교통공사),인천1호선,임학,M 210.9 331.5 v 35.9,M 210.9 367.4 v 35.9,4,04(도시철도)
area01,IC(인천교통공사),인천1호선,계양,,M 179.5 275.6 h 11.5 c 11 0 20 9 20 20,1,04(도시철도)
area01,IC(인천교통공사),인천1호선,계산,M 210.9 367.4 v 35.9,M 210.9 403.3 v 35.9,5,04(도시철도)
area01,IC(인천교통공사),인천1호선,경인교대입구,M 210.9 403.3 v 35.9,M 210.9 439.1 V 475,6,04(도시철도)
area01,IC(인천교통공사),인천1호선,작전,M 210.9 439.1 V 475,M 210.9 475 v 35.9,7,04(도시철도)
area01,IC(인천교통공사),인천1호선,갈산,M 210.9 475 v 35.9,M 210.9 510.9 v 38.3,8,04(도시철도)
area01,IC(인천교통공사),인천1호선,부평구청,M 210.9 510.9 v 38.3,M 210.9 549.1 v 17.3 c 0 2.6 0.5 5 1.4 7.3,9,04(도시철도)
area01,IC(인천교통공사),인천1호선,부평시장,M 210.9 549.1 v 17.3 c 0 2.6 0.5 5 1.4 7.3,M 212.3 573.7 c 2.9 7.4 10.2 12.7 18.6 12.7 h 8.5,10,04(도시철도)
area01,IC(인천교통공사),인천1호선,부평,M 212.3 573.7 c 2.9 7.4 10.2 12.7 18.6 12.7 h 8.5,M 239.5 586.5 h 11.5 c 6 0 11.4 2.6 15 6.8,11,04(도시철도)
area01,IC(인천교통공사),인천1호선,동수,M 239.5 586.5 h 11.5 c 6 0 11.4 2.6 15 6.8,M 266 593.3 c 2.4 2.8 4.1 6.3 4.7 10.1,12,04(도시철도)
area01,IC(인천교통공사),인천1호선,부평삼거리,M 266 593.3 c 2.4 2.8 4.1 6.3 4.7 10.1,M 270.7 603.3 c 0.2 1 0.2 2 0.2 3.1 v 8.1,13,04(도시철도)
area01,IC(인천교통공사),인천1호선,간석오거리,M 270.7 603.3 c 0.2 1 0.2 2 0.2 3.1 v 8.1,M 270.9 614.6 V 631,14,04(도시철도)
area01,IC(인천교통공사),인천1호선,인천시청,M 270.9 614.6 V 631,M 270.9 631 v 24.8,15,04(도시철도)
area01,IC(인천교통공사),인천1호선,예술회관,M 270.9 631 v 24.8,M 270.9 655.8 v 11.1,16,04(도시철도)
area01,IC(인천교통공사),인천1호선,인천터미널,M 270.9 655.8 v 11.1,M 270.9 666.9 V 678,17,04(도시철도)
area01,IC(인천교통공사),인천1호선,문학경기장,M 270.9 666.9 V 678,M 270.9 678 v 11.1,18,04(도시철도)
area01,IC(인천교통공사),인천1호선,선학,M 270.9 678 v 11.1,M 270.9 689.1 v 11.1,19,04(도시철도)
area01,IC(인천교통공사),인천1호선,신연수,M 270.9 689.1 v 11.1,M 270.9 700.3 V 719,20,04(도시철도)
area01,IC(인천교통공사),인천1호선,원인재,M 270.9 700.3 V 719,M 270.9 719 v 28,21,04(도시철도)
area01,IC(인천교통공사),인천1호선,동춘,M 270.9 719 v 28,M 270.9 746.9 v 14,22,04(도시철도)
area01,IC(인천교통공사),인천1호선,동막,M 270.9 746.9 v 14,M 270.9 761 v 14,23,04(도시철도)
area01,IC(인천교통공사),인천1호선,캠퍼스타운,M 270.9 761 v 14,M 270.9 775 V 785 c 0 1.6 -0.2 3.1 -0.5 4.6,24,04(도시철도)
area01,IC(인천교통공사),인천1호선,테크노파크,M 270.9 775 V 785 c 0 1.6 -0.2 3.1 -0.5 4.6,M 270.4 789.6 c -1.3 5.4 -4.7 10 -9.4 12.7,25,04(도시철도)
area01,IC(인천교통공사),인천1호선,지식정보단지,M 270.4 789.6 c -1.3 5.4 -4.7 10 -9.4 12.7,M 261 802.3 c -3 1.7 -6.4 2.7 -10.1 2.7 v 0 H 244,26,04(도시철도)
area01,IC(인천교통공사),인천1호선,인천대입구,M 261 802.3 c -3 1.7 -6.4 2.7 -10.1 2.7 v 0 H 244,M 244 805 h -16.5,27,04(도시철도)
area01,IC(인천교통공사),인천1호선,센트럴파크,M 244 805 h -16.5,M 227.5 805 h -16.6,28,04(도시철도)
area01,IC(인천교통공사),인천1호선,국제업무지구,M 227.5 805 h -16.6,"M210.9,805h-16.6",29,04(도시철도)
area01,IC(인천교통공사),인천2호선,검단오류,,M 156 326.8 v 15.8,1,04(도시철도)
area01,IC(인천교통공사),인천2호선,왕길,M 156 326.8 v 15.8,M 156 342.6 v 15.8,2,04(도시철도)
area01,IC(인천교통공사),인천2호선,검단사거리,M 156 342.6 v 15.8,M 156 358.4 v 15.8,3,04(도시철도)
area01,IC(인천교통공사),인천2호선,마전,M 156 358.4 v 15.8,M 156 374.2 V 390,4,04(도시철도)
area01,IC(인천교통공사),인천2호선,완정,M 156 374.2 V 390,M 156 390 v 15.8,5,04(도시철도)
area01,IC(인천교통공사),인천2호선,독정,M 156 390 v 15.8,M 156 405.8 v 20.6,6,04(도시철도)
area01,IC(인천교통공사),인천2호선,검암,M 156 405.8 v 20.6,M 156 426.4 v 10.2 c 0 5.6 2.3 10.6 5.9 14.2,7,04(도시철도)
area01,IC(인천교통공사),인천2호선,검바위,M 156 426.4 v 10.2 c 0 5.6 2.3 10.6 5.9 14.2,M 161.9 450.8 l 14.1 14.1,8,04(도시철도)
area01,IC(인천교통공사),인천2호선,아시아드경기장,M 161.9 450.8 l 14.1 14.1,M 176.1 464.9 c 3.6 3.6 5.9 8.6 5.9 14.1 h 0 v 5.5,9,04(도시철도)
area01,IC(인천교통공사),인천2호선,서구청,M 176.1 464.9 c 3.6 3.6 5.9 8.6 5.9 14.1 h 0 v 5.5,M 181.9 484.5 v 21.3,10,04(도시철도)
area01,IC(인천교통공사),인천2호선,가정,M 181.9 484.5 v 21.3,M 181.9 505.8 v 21.3,11,04(도시철도)
area01,IC(인천교통공사),인천2호선,가정중앙시장,M 181.9 505.8 v 21.3,M 181.9 527.1 v 21.3,12,04(도시철도)
area01,IC(인천교통공사),인천2호선,석남,M 181.9 527.1 v 21.3,M 181.9 548.3 v 21.3,13,04(도시철도)
area01,IC(인천교통공사),인천2호선,서부여성회관,M 181.9 548.3 v 21.3,M 181.9 569.6 v 21.3,14,04(도시철도)
area01,IC(인천교통공사),인천2호선,인천가좌,M 181.9 569.6 v 21.3,M 181.9 590.8 v 21.3,15,04(도시철도)
area01,IC(인천교통공사),인천2호선,가재울,M 181.9 590.8 v 21.3,M 181.9 612.1 v 5.9 h 0 c 0 5.1 1.9 9.8 5.1 13.4,16,04(도시철도)
area01,IC(인천교통공사),인천2호선,주안국가산단,M 181.9 612.1 v 5.9 h 0 c 0 5.1 1.9 9.8 5.1 13.4,M 187.1 631.4 c 3.7 4.1 9 6.6 14.9 6.6 h 0 h 9,17,04(도시철도)
area01,IC(인천교통공사),인천2호선,주안,M 187.1 631.4 c 3.7 4.1 9 6.6 14.9 6.6 h 0 h 9,M 210.9 638 h 22,18,04(도시철도)
area01,IC(인천교통공사),인천2호선,시민공원,M 210.9 638 h 22,M 232.9 638 H 249,19,04(도시철도)
area01,IC(인천교통공사),인천2호선,석바위시장,M 232.9 638 H 249,M 249 638 h 21.9,20,04(도시철도)
area01,IC(인천교통공사),인천2호선,인천시청,M 249 638 h 21.9,M 270.9 638 H 296,21,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,계양,,M 670.2 91.1 v 50.5,1,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,귤현,M 670.2 91.1 v 50.5,M 670.2 141.6 v 50.5,2,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,박촌,M 670.2 141.6 v 50.5,M 670.2 192.1 v 50.5,3,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,임학,M 670.2 192.1 v 50.5,M 670.2 242.5 v 22.6 c 0 8.3 -6.8 15 -15 15 h -22,4,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,계산,M 670.2 242.5 v 22.6 c 0 8.3 -6.8 15 -15 15 h -22,M 633.2 280.2 h -43.8,5,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,경인교대입구,M 633.2 280.2 h -43.8,M 589.3 280.2 h -43.8,6,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,작전,M 589.3 280.2 h -43.8,M 545.5 280.2 h -43.8,7,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,갈산,M 545.5 280.2 h -43.8,M 501.7 280.2 h -22 c -8.3 0 -15 6.8 -15 15 v 20,8,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,부평구청,M 501.7 280.2 h -22 c -8.3 0 -15 6.8 -15 15 v 20,M 464.7 315.2 v 44.9,9,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,부평시장,M 464.7 315.2 v 44.9,M 464.7 360.1 v 44.9,10,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,부평,M 464.7 360.1 v 44.9,M 464.7 404.9 v 44.9,11,04(도시철도)
area01_IC,IC(인천교통공사),인천1호선,동수,M 464.7 404.9 v 44.9,M 464.7 449.8 v 44.8,12,04(도시철도)
